Theta,Phi,RCS(dBsm)
52.0,-32.0,-9.093523413463078
52.0,-31.0,-9.808146184414104
52.0,-30.0,-11.36109099240652
52.0,-29.0,-12.97757757800767
52.0,-28.0,-15.383701646961669
52.0,-27.0,-20.474265955338065
52.0,-26.0,-36.312047689471505
52.0,-25.0,-21.561019400576917
52.0,-24.0,-18.73472107687921
52.0,-23.0,-13.63673356334342
52.0,-22.0,-13.223625553782908
52.0,-21.0,-12.85504175874032
52.0,-20.0,-14.678843631341763
52.0,-19.0,-17.262510655033203
52.0,-18.0,-21.60348744876398
52.0,-17.0,-27.667375235934472
52.0,-16.0,-19.610576433752552
52.0,-15.0,-18.665529872048346
52.0,-14.0,-14.942095862378814
52.0,-13.0,-14.99119041784854
52.0,-12.0,-21.064591282379
52.0,-11.0,-30.74832968796965
52.0,-10.0,-52.311310206879114
52.0,-9.0,-20.665491236726822
52.0,-8.0,-16.25182669430402
52.0,-7.0,-17.69798710656417
52.0,-6.0,-22.49467089975315
52.0,-5.0,-27.097054779609255
52.0,-4.0,-25.01524556916792
52.0,-3.0,-19.053992991780266
52.0,-2.0,-20.01008942455677
52.0,-1.0,-25.351873783492653
52.0,0.0,-24.313885179918575
52.0,1.0,-25.351873783494206
52.0,2.0,-20.010089424553797
52.0,3.0,-19.05399299177706
52.0,4.0,-25.01524556916589
52.0,5.0,-27.097054779610694
52.0,6.0,-22.494670899754446
52.0,7.0,-17.697987106563623
52.0,8.0,-16.2518266943002
52.0,9.0,-20.66549123671897
52.0,10.0,-52.31131020682487
52.0,11.0,-30.748329687964198
52.0,12.0,-21.064591282393916
52.0,13.0,-14.991190417855249
52.0,14.0,-14.942095862381318
52.0,15.0,-18.66552987205062
52.0,16.0,-19.610576433752627
52.0,17.0,-27.66737523592272
52.0,18.0,-21.603487448803854
52.0,19.0,-17.262510655054108
52.0,20.0,-14.678843631348112
52.0,21.0,-12.855041758740926
52.0,22.0,-13.223625553775884
52.0,23.0,-13.636733563335738
52.0,24.0,-18.734721076886135
52.0,25.0,-21.561019400581145
52.0,26.0,-36.31204768958373
52.0,27.0,-20.47426595534679
52.0,28.0,-15.383701646970572
52.0,29.0,-12.977577578016286
52.0,30.0,-11.361090992412187
52.0,31.0,-9.808146184414916
52.0,32.0,-9.093523413459735
52.0,33.0,-9.08551813227132
52.0,34.0,-8.454339644183621
52.0,35.0,-8.706484264412694
52.0,36.0,-7.998675929694949
52.0,37.0,-9.28659944335259
52.0,38.0,-8.895280400610835
52.0,39.0,-9.399034029959381
52.0,40.0,-10.377598145027623
52.0,41.0,-10.442797805254767
52.0,42.0,-12.724326025455305
52.0,43.0,-13.266587841429443
52.0,44.0,-13.324992869538887
52.0,45.0,-17.15342779260073
53.0,-45.0,-19.527000342514164
53.0,-44.0,-19.35570246601746
53.0,-43.0,-15.040714744048806
53.0,-42.0,-14.71005798216581
53.0,-41.0,-14.329420968787412
53.0,-40.0,-11.422948749230535
53.0,-39.0,-11.268565896264533
53.0,-38.0,-10.581744546546608
53.0,-37.0,-9.60224186713212
53.0,-36.0,-9.83772299971993
53.0,-35.0,-8.53728680093477
53.0,-34.0,-9.323605167979544
53.0,-33.0,-8.964553056203707
53.0,-32.0,-9.111049243026368
53.0,-31.0,-9.26692934979468
53.0,-30.0,-10.090185652345342
53.0,-29.0,-11.396852754979479
53.0,-28.0,-12.36296484793959
53.0,-27.0,-14.930357030097024
53.0,-26.0,-20.53880999859594
53.0,-25.0,-32.53494557959118
53.0,-24.0,-24.223444524662334
53.0,-23.0,-18.99884879906689
53.0,-22.0,-13.63815612737813
53.0,-21.0,-14.016144116397502
53.0,-20.0,-13.53858246265165
53.0,-19.0,-14.10248760778755
53.0,-18.0,-18.306144920013715
53.0,-17.0,-25.140075743469673
53.0,-16.0,-30.747689983843927
53.0,-15.0,-20.344564607664847
53.0,-14.0,-17.22748801773727
53.0,-13.0,-15.558112170980456
53.0,-12.0,-16.936567236944672
53.0,-11.0,-21.556620356028947
53.0,-10.0,-31.404575163772694
53.0,-9.0,-25.495153599585507
53.0,-8.0,-19.667897164835214
53.0,-7.0,-19.605756807796947
53.0,-6.0,-19.12594504071491
53.0,-5.0,-19.5228738855134
53.0,-4.0,-23.35006010791205
53.0,-3.0,-20.51645912250748
53.0,-2.0,-20.197728431789375
53.0,-1.0,-20.961372483975353
53.0,0.0,-19.45996570674365
53.0,1.0,-20.961372483981474
53.0,2.0,-20.197728431796914
53.0,3.0,-20.51645912251356
53.0,4.0,-23.35006010792044
53.0,5.0,-19.522873885515576
53.0,6.0,-19.125945040718467
53.0,7.0,-19.605756807801512
53.0,8.0,-19.66789716483356
53.0,9.0,-25.495153599576593
53.0,10.0,-31.404575163789254
53.0,11.0,-21.556620356034557
53.0,12.0,-16.936567236952524
53.0,13.0,-15.558112170988636
53.0,14.0,-17.22748801774571
53.0,15.0,-20.344564607670108
53.0,16.0,-30.74768998383518
53.0,17.0,-25.140075743480708
53.0,18.0,-18.30614492002725
53.0,19.0,-14.102487607799413
53.0,20.0,-13.53858246266068
53.0,21.0,-14.01614411639882
53.0,22.0,-13.638156127372113
