Theta,Phi,RCS(dBsm)
46.0,-9.0,-22.245265803699162
46.0,-8.0,-19.308742758376344
46.0,-7.0,-14.261313568433625
46.0,-6.0,-11.910443464153568
46.0,-5.0,-12.80144830982918
46.0,-4.0,-16.668480123754765
46.0,-3.0,-20.58314985396781
46.0,-2.0,-18.03064258292658
46.0,-1.0,-13.64046565387622
46.0,0.0,-12.009919593544602
46.0,1.0,-13.640465653892534
46.0,2.0,-18.030642582969428
46.0,3.0,-20.583149854028896
46.0,4.0,-16.668480123783823
46.0,5.0,-12.801448309841554
46.0,6.0,-11.910443464165352
46.0,7.0,-14.26131356845596
46.0,8.0,-19.308742758418763
46.0,9.0,-22.245265803741056
46.0,10.0,-17.084192291519273
46.0,11.0,-12.628447624451582
46.0,12.0,-11.38630602219706
46.0,13.0,-12.801559803677371
46.0,14.0,-15.434449086144186
46.0,15.0,-18.335011030512646
46.0,16.0,-19.53326014322919
46.0,17.0,-14.647193250052378
46.0,18.0,-12.261994216366377
46.0,19.0,-11.54193405039176
46.0,20.0,-10.673834835860625
46.0,21.0,-11.282961527961131
46.0,22.0,-14.482633755773573
46.0,23.0,-20.533957361767122
46.0,24.0,-22.340694587509915
46.0,25.0,-16.540589113984478
46.0,26.0,-11.788852109066761
46.0,27.0,-9.40483904631509
46.0,28.0,-8.975706553804255
46.0,29.0,-9.055157694242801
46.0,30.0,-10.066202619685878
46.0,31.0,-10.750390114585189
46.0,32.0,-13.925408918821514
46.0,33.0,-18.183082802119024
46.0,34.0,-23.716443074413263
46.0,35.0,-20.437576810789526
46.0,36.0,-14.271229570271139
46.0,37.0,-11.57926159804662
46.0,38.0,-8.8463934091551
46.0,39.0,-8.071867345856361
46.0,40.0,-6.948702781599133
46.0,41.0,-6.1778199751208005
46.0,42.0,-5.445093203483054
46.0,43.0,-4.566852175940964
46.0,44.0,-4.830052512180394
46.0,45.0,-4.2687480061737615
47.0,-45.0,-5.147514762391175
47.0,-44.0,-4.668656679694123
47.0,-43.0,-5.061704961639469
47.0,-42.0,-4.831475198561888
47.0,-41.0,-5.500079798221381
47.0,-40.0,-6.2100347620429215
47.0,-39.0,-6.537471586537892
47.0,-38.0,-7.538002272909445
47.0,-37.0,-8.2342031556021
47.0,-36.0,-10.771400963225702
47.0,-35.0,-12.780629830709554
47.0,-34.0,-16.996945390655625
47.0,-33.0,-20.14606876450346
47.0,-32.0,-19.97874944170462
47.0,-31.0,-15.408076003286874
47.0,-30.0,-12.156492333368082
47.0,-29.0,-10.906959607239912
47.0,-28.0,-9.157853264743407
47.0,-27.0,-8.936530322597008
47.0,-26.0,-9.598346405203074
47.0,-25.0,-12.061308959023513
47.0,-24.0,-15.489680272130599
47.0,-23.0,-19.768681930192532
47.0,-22.0,-19.44768477891366
47.0,-21.0,-14.55197954928051
47.0,-20.0,-12.093333930498494
47.0,-19.0,-11.265044337133958
47.0,-18.0,-11.218920266002225
47.0,-17.0,-12.12951444335708
47.0,-16.0,-15.792859032414041
47.0,-15.0,-21.577195648575874
47.0,-14.0,-19.394917179811543
47.0,-13.0,-14.878073261106493
47.0,-12.0,-11.79331736005291
47.0,-11.0,-11.619756408440853
47.0,-10.0,-14.551261711811186
47.0,-9.0,-19.55750904628615
47.0,-8.0,-20.86776586315205
47.0,-7.0,-15.897546843634824
47.0,-6.0,-12.855438461833042
47.0,-5.0,-13.146135275183344
47.0,-4.0,-15.867334431570512
47.0,-3.0,-18.07948118710781
47.0,-2.0,-17.51601481599343
47.0,-1.0,-14.294836592105396
47.0,0.0,-12.739513465561188
47.0,1.0,-14.294836592106005
47.0,2.0,-17.516014815982647
47.0,3.0,-18.079481187095393
47.0,4.0,-15.867334431568024
47.0,5.0,-13.146135275175938
47.0,6.0,-12.855438461822013
47.0,7.0,-15.897546843624033
47.0,8.0,-20.867765863150566
47.0,9.0,-19.557509046300677
47.0,10.0,-14.551261711811282
47.0,11.0,-11.619756408423363
47.0,12.0,-11.793317360022751
47.0,13.0,-14.878073261074743
47.0,14.0,-19.394917179805887
47.0,15.0,-21.577195648566743
47.0,16.0,-15.792859032400843
47.0,17.0,-12.129514443341936
47.0,18.0,-11.21892026599092
47.0,19.0,-11.265044337127275
47.0,20.0,-12.09333393049283
47.0,21.0,-14.55197954929867
47.0,22.0,-19.44768477898863
47.0,23.0,-19.76868193027061
47.0,24.0,-15.489680272176251
47.0,25.0,-12.061308959013706
47.0,26.0,-9.598346405184646
47.0,27.0,-8.936530322589922
47.0,28.0,-9.157853264727398
47.0,29.0,-10.906959607212787
47.0,30.0,-12.156492333380239
47.0,31.0,-15.408076003307105
47.0,32.0,-19.97874944167482
47.0,33.0,-20.146068764476563
47.0,34.0,-16.996945390652577
47.0,35.0,-12.780629830698407
47.0,36.0,-10.771400963213456
47.0,37.0,-8.234203155604261
47.0,38.0,-7.538002272909533
47.0,39.0,-6.537471586531214
47.0,40.0,-6.210034762036294
47.0,41.0,-5.5000797982164675
47.0,42.0,-4.831475198555385
47.0,43.0,-5.061704961638332
47.0,44.0,-4.668656679697275
47.0,45.0,-5.147514762386023
48.0,-45.0,-5.869491860424639
48.0,-44.0,-5.937134842100268
48.0,-43.0,-5.177006721380889
48.0,-42.0,-5.393075434297318
48.0,-41.0,-5.248750897259646
48.0,-40.0,-5.687381683083263
48.0,-39.0,-6.300647018240102
48.0,-38.0,-6.286951433291245
48.0,-37.0,-7.233563801529449
48.0,-36.0,-7.955508205756525
48.0,-35.0,-10.13258174506764
48.0,-34.0,-11.53788185093017
48.0,-33.0,-14.612192765739433
48.0,-32.0,-17.959200560946872
48.0,-31.0,-22.041681185387908
48.0,-30.0,-17.549770263078532
48.0,-29.0,-13.693597096877408
48.0,-28.0,-11.334328883745819
48.0,-27.0,-9.240811825140208
48.0,-26.0,-9.272248643045385
48.0,-25.0,-10.005195065884223
48.0,-24.0,-11.875054850386281
48.0,-23.0,-14.391474608170526
48.0,-22.0,-18.856615742354087
48.0,-21.0,-19.402669730778303
48.0,-20.0,-15.560053208224236
48.0,-19.0,-12.760215374966137
48.0,-18.0,-10.931881513729609
48.0,-17.0,-11.022932834101766
48.0,-16.0,-13.209844527056184
48.0,-15.0,-17.792889220208274
48.0,-14.0,-22.184209446404786
48.0,-13.0,-17.55183580922122
48.0,-12.0,-13.287146135163347
48.0,-11.0,-12.047119669426698
48.0,-10.0,-13.344048028873257
48.0,-9.0,-15.752059091246105
48.0,-8.0,-17.981644348541547
48.0,-7.0,-16.898074116443876
48.0,-6.0,-14.036970599209617
48.0,-5.0,-13.898185211737651
48.0,-4.0,-15.437698376491769
48.0,-3.0,-15.998905724115545
48.0,-2.0,-16.626688534148943
48.0,-1.0,-15.704396159837836
48.0,0.0,-14.51123919637322
48.0,1.0,-15.70439615981729
48.0,2.0,-16.62668853412082
48.0,3.0,-15.998905724108926
48.0,4.0,-15.43769837651407
48.0,5.0,-13.898185211765771
48.0,6.0,-14.036970599232784
48.0,7.0,-16.898074116468543
48.0,8.0,-17.981644348558568
48.0,9.0,-15.752059091267512
48.0,10.0,-13.344048028904645
48.0,11.0,-12.047119669449867
48.0,12.0,-13.287146135167427
48.0,13.0,-17.551835809196092
48.0,14.0,-22.184209446363518
48.0,15.0,-17.792889220191963
48.0,16.0,-13.209844527049528
48.0,17.0,-11.022932834095895
48.0,18.0,-10.931881513717165
48.0,19.0,-12.760215374950352
48.0,20.0,-15.560053208204984
48.0,21.0,-19.402669730720163
48.0,22.0,-18.856615742287765
48.0,23.0,-14.391474608123305
48.0,24.0,-11.87505485039493
48.0,25.0,-10.005195065908952
48.0,26.0,-9.272248643039276
48.0,27.0,-9.240811825133571
48.0,28.0,-11.334328883749624
48.0,29.0,-13.693597096830057
48.0,30.0,-17.549770262956915
48.0,31.0,-22.041681185252973
48.0,32.0,-17.959200560914827
48.0,33.0,-14.612192765736394
48.0,34.0,-11.537881850930747
48.0,35.0,-10.13258174507937
48.0,36.0,-7.955508205757371
48.0,37.0,-7.233563801518116
48.0,38.0,-6.286951433283279
48.0,39.0,-6.300647018241766
48.0,40.0,-5.687381683079067
48.0,41.0,-5.248750897252618
48.0,42.0,-5.393075434292159
48.0,43.0,-5.17700672137361
48.0,44.0,-5.937134842101971
48.0,45.0,-5.8694918604247235
49.0,-45.0,-7.147887206801714
49.0,-44.0,-6.805271260517528
49.0,-43.0,-6.777057030689548
49.0,-42.0,-5.7694465502567995
49.0,-41.0,-5.823064759349522
49.0,-40.0,-5.8018776027833034
49.0,-39.0,-5.962386223193674
49.0,-38.0,-6.4004275092722605
49.0,-37.0,-6.1963019602478635
49.0,-36.0,-7.150663487012469
49.0,-35.0,-7.88359084677688
49.0,-34.0,-9.511158893634004
49.0,-33.0,-10.541612735411874
49.0,-32.0,-13.204077037715916
49.0,-31.0,-16.965199285795713
49.0,-30.0,-24.251640009308883
49.0,-29.0,-19.960570266780223
49.0,-28.0,-14.739770831825865
49.0,-27.0,-11.500183447109933
49.0,-26.0,-9.636462419679718
49.0,-25.0,-9.895775995003358
49.0,-24.0,-10.09420781005543
49.0,-23.0,-11.365487033647517
49.0,-22.0,-14.209305055147436
49.0,-21.0,-19.746040612626384
49.0,-20.0,-20.866128544126894
49.0,-19.0,-16.42714535075588
49.0,-18.0,-12.318434895448538
49.0,-17.0,-10.58260929442362
49.0,-16.0,-11.813438711127384
49.0,-15.0,-14.747898763162219
49.0,-14.0,-17.88251152190117
49.0,-13.0,-19.297345902828777
49.0,-12.0,-15.10824809979994
49.0,-11.0,-13.144596946880561
49.0,-10.0,-13.573527400059914
49.0,-9.0,-14.049524075067051
49.0,-8.0,-14.997405314502322
49.0,-7.0,-16.887192142258506
49.0,-6.0,-15.753470788414134
49.0,-5.0,-14.842085491572304
49.0,-4.0,-14.689350593313012
49.0,-3.0,-14.10257431580115
49.0,-2.0,-15.142924500353415
49.0,-1.0,-16.609985303764788
49.0,0.0,-16.390630811428203
49.0,1.0,-16.609985303747735
49.0,2.0,-15.142924500348524
49.0,3.0,-14.102574315799377
49.0,4.0,-14.689350593314394
49.0,5.0,-14.842085491583807
49.0,6.0,-15.75347078841672
49.0,7.0,-16.887192142228532
49.0,8.0,-14.9974053144681
49.0,9.0,-14.049524075033322
49.0,10.0,-13.573527400042572
49.0,11.0,-13.144596946886429
49.0,12.0,-15.108248099817592
49.0,13.0,-19.297345902857796
49.0,14.0,-17.88251152192952
49.0,15.0,-14.747898763169921
49.0,16.0,-11.813438711119563
49.0,17.0,-10.582609294417278
49.0,18.0,-12.318434895455912
49.0,19.0,-16.427145350777856
49.0,20.0,-20.86612854413864
49.0,21.0,-19.74604061266147
49.0,22.0,-14.209305055169352
49.0,23.0,-11.365487033657528
49.0,24.0,-10.09420781004813
49.0,25.0,-9.895775994999921
49.0,26.0,-9.63646241967897
49.0,27.0,-11.500183447101698
49.0,28.0,-14.73977083186111
49.0,29.0,-19.96057026687938
49.0,30.0,-24.251640009467188
49.0,31.0,-16.965199285847085
49.0,32.0,-13.204077037718244
49.0,33.0,-10.541612735399529
49.0,34.0,-9.511158893628028
49.0,35.0,-7.883590846785314
49.0,36.0,-7.150663487021624
49.0,37.0,-6.1963019602456875
49.0,38.0,-6.400427509265483
49.0,39.0,-5.9623862231931755
49.0,40.0,-5.801877602788453
49.0,41.0,-5.823064759340185
49.0,42.0,-5.769446550255465
49.0,43.0,-6.777057030687929
49.0,44.0,-6.805271260510728
49.0,45.0,-7.1478872068041275
50.0,-45.0,-9.721228163660014
50.0,-44.0,-8.5348775977571
50.0,-43.0,-7.817816969500805
50.0,-42.0,-7.601360288476795
50.0,-41.0,-6.44145935578026
50.0,-40.0,-6.375660154859572
50.0,-39.0,-6.456272615150455
50.0,-38.0,-6.261181026054893
50.0,-37.0,-6.505440909237034
50.0,-36.0,-6.295868403279017
50.0,-35.0,-7.254947236011501
50.0,-34.0,-7.8575373366013785
50.0,-33.0,-8.890448224510015
50.0,-32.0,-9.895272918643881
50.0,-31.0,-12.52665404436639
50.0,-30.0,-16.342803523371824
50.0,-29.0,-23.114285660132627
50.0,-28.0,-20.8027746360891
50.0,-27.0,-15.161999406049189
50.0,-26.0,-11.94972275107278
50.0,-25.0,-10.390278749717414
50.0,-24.0,-10.271192875785209
50.0,-23.0,-9.792383721072422
50.0,-22.0,-11.302239628538523
50.0,-21.0,-15.071466469401448
50.0,-20.0,-20.91878958200727
50.0,-19.0,-21.411327690758686
50.0,-18.0,-15.525196813883866
50.0,-17.0,-11.86625422104923
50.0,-16.0,-11.16190823526967
50.0,-15.0,-12.840114091089612
50.0,-14.0,-14.817866464341325
50.0,-13.0,-17.42535308256914
50.0,-12.0,-17.831746896864978
50.0,-11.0,-14.848831070037425
50.0,-10.0,-14.00552061833068
50.0,-9.0,-13.500421794567094
50.0,-8.0,-13.669138031437637
50.0,-7.0,-16.368621102435352
50.0,-6.0,-18.843449825494258
50.0,-5.0,-17.368436412272338
50.0,-4.0,-14.621850674903028
50.0,-3.0,-12.718276887581023
50.0,-2.0,-13.621923913773287
50.0,-1.0,-16.861497353199645
50.0,0.0,-18.605724830181366
50.0,1.0,-16.861497353227534
50.0,2.0,-13.6219239138023
50.0,3.0,-12.718276887600307
50.0,4.0,-14.62185067491193
50.0,5.0,-17.368436412271414
50.0,6.0,-18.843449825481343
50.0,7.0,-16.36862110243762
50.0,8.0,-13.669138031456008
50.0,9.0,-13.50042179459033
50.0,10.0,-14.005520618345368
50.0,11.0,-14.848831070036816
50.0,12.0,-17.831746896861357
50.0,13.0,-17.425353082568353
50.0,14.0,-14.817866464344942
50.0,15.0,-12.84011409111071
50.0,16.0,-11.161908235283544
50.0,17.0,-11.866254221041554
50.0,18.0,-15.525196813856173
50.0,19.0,-21.411327690736037
50.0,20.0,-20.918789581985283
50.0,21.0,-15.071466469410492
50.0,22.0,-11.302239628548865
50.0,23.0,-9.792383721079256
50.0,24.0,-10.271192875805315
50.0,25.0,-10.390278749730966
50.0,26.0,-11.949722751060945
50.0,27.0,-15.161999406010318
50.0,28.0,-20.80277463602844
50.0,29.0,-23.114285660082995
50.0,30.0,-16.34280352342508
50.0,31.0,-12.526654044401281
50.0,32.0,-9.895272918659053
50.0,33.0,-8.890448224529596
50.0,34.0,-7.8575373365963745
50.0,35.0,-7.254947236006757
50.0,36.0,-6.295868403285429
50.0,37.0,-6.50544090923802
50.0,38.0,-6.261181026057141
50.0,39.0,-6.456272615157399
50.0,40.0,-6.3756601548648515
50.0,41.0,-6.441459355781434
50.0,42.0,-7.601360288470131
50.0,43.0,-7.817816969514514
50.0,44.0,-8.534877597749004
50.0,45.0,-9.721228163652004
51.0,-45.0,-11.556413157227581
51.0,-44.0,-11.156873771128776
51.0,-43.0,-10.061757366892294
51.0,-42.0,-8.840674377451561
51.0,-41.0,-8.385706046956308
51.0,-40.0,-7.229501661907754
51.0,-39.0,-7.05832741959104
51.0,-38.0,-7.123335885344428
51.0,-37.0,-6.5407425630244855
51.0,-36.0,-6.684841254195202
51.0,-35.0,-6.605381921635215
51.0,-34.0,-7.426832400946244
51.0,-33.0,-7.746034183077025
51.0,-32.0,-8.413606724702804
51.0,-31.0,-9.67178769745466
51.0,-30.0,-12.187478509725274
51.0,-29.0,-15.324602658571738
51.0,-28.0,-20.08771566063826
51.0,-27.0,-20.281193846693665
51.0,-26.0,-15.789562086936499
51.0,-25.0,-12.921874066098436
51.0,-24.0,-10.975444202750342
51.0,-23.0,-10.12326896771345
51.0,-22.0,-9.754905411325158
51.0,-21.0,-11.955223412553352
51.0,-20.0,-15.799317122373553
51.0,-19.0,-19.876536551859182
51.0,-18.0,-19.155784476215416
51.0,-17.0,-14.517498470983277
51.0,-16.0,-12.501488426776008
51.0,-15.0,-11.955227744201647
51.0,-14.0,-12.522917364606197
51.0,-13.0,-14.83109926868962
51.0,-12.0,-19.23138648685339
51.0,-11.0,-18.98317463179091
51.0,-10.0,-15.582438265152856
51.0,-9.0,-12.99881445085852
51.0,-8.0,-12.500164782840692
51.0,-7.0,-15.187652472765151
51.0,-6.0,-20.5228073151591
51.0,-5.0,-21.031441142944626
51.0,-4.0,-15.995434528938834
51.0,-3.0,-12.973987042202458
51.0,-2.0,-13.578020607265564
51.0,-1.0,-17.516524853568352
51.0,0.0,-20.926857730506683
51.0,1.0,-17.51652485356594
51.0,2.0,-13.578020607258747
51.0,3.0,-12.973987042188977
51.0,4.0,-15.995434528914213
51.0,5.0,-21.031441142910708
51.0,6.0,-20.522807315152075
51.0,7.0,-15.187652472779558
51.0,8.0,-12.500164782854007
51.0,9.0,-12.998814450868338
51.0,10.0,-15.582438265173042
51.0,11.0,-18.983174631841237
51.0,12.0,-19.231386486879664
51.0,13.0,-14.831099268703102
51.0,14.0,-12.522917364608407
51.0,15.0,-11.95522774419401
51.0,16.0,-12.501488426782936
51.0,17.0,-14.517498471005775
51.0,18.0,-19.155784476229435
51.0,19.0,-19.87653655186606
51.0,20.0,-15.7993171223612
51.0,21.0,-11.955223412535654
51.0,22.0,-9.754905411312917
51.0,23.0,-10.123268967714207
51.0,24.0,-10.97544420276108
51.0,25.0,-12.921874066116947
51.0,26.0,-15.78956208696181
51.0,27.0,-20.28119384672995
51.0,28.0,-20.08771566067244
51.0,29.0,-15.324602658547564
51.0,30.0,-12.187478509699465
51.0,31.0,-9.671787697456933
51.0,32.0,-8.413606724688872
51.0,33.0,-7.74603418308594
51.0,34.0,-7.426832400974424
51.0,35.0,-6.605381921626826
51.0,36.0,-6.684841254189945
51.0,37.0,-6.540742563026406
51.0,38.0,-7.123335885346263
51.0,39.0,-7.058327419605714
51.0,40.0,-7.22950166191553
51.0,41.0,-8.385706046960504
51.0,42.0,-8.84067437745643
51.0,43.0,-10.061757366905475
51.0,44.0,-11.156873771141079
51.0,45.0,-11.556413157209706
52.0,-45.0,-16.342654976928216
52.0,-44.0,-13.146541170907316
52.0,-43.0,-12.68580578719433
52.0,-42.0,-11.647603989960055
52.0,-41.0,-9.834004144367988
52.0,-40.0,-9.179812947273758
52.0,-39.0,-8.168669799680787
52.0,-38.0,-7.812155023034423
52.0,-37.0,-7.696421281469369
52.0,-36.0,-6.84192682370246
52.0,-35.0,-7.030285152623945
52.0,-34.0,-7.0554483046272685
52.0,-33.0,-7.5012990445591985
52.0,-32.0,-7.5967088436433
52.0,-31.0,-8.252643409273475
52.0,-30.0,-9.745781208126395
52.0,-29.0,-11.689748205908515
52.0,-28.0,-14.079851113601084
52.0,-27.0,-18.490564880125394
52.0,-26.0,-20.68764303406756
52.0,-25.0,-17.217678757582945
52.0,-24.0,-13.805704611912217
52.0,-23.0,-10.891945420442168
52.0,-22.0,-10.089079582567296
52.0,-21.0,-10.343926061036012
52.0,-20.0,-12.496847968840235
52.0,-19.0,-15.410314171662563
52.0,-18.0,-19.01982245014485
52.0,-17.0,-17.82995047526962
52.0,-16.0,-14.774952843827545
52.0,-15.0,-13.26714806207697
52.0,-14.0,-11.626098336324004
52.0,-13.0,-12.267480786286916
52.0,-12.0,-16.531545556437493
52.0,-11.0,-22.556508811196217
52.0,-10.0,-19.56902832556481
52.0,-9.0,-14.190238819831187
52.0,-8.0,-12.077164644864752
52.0,-7.0,-13.554005442275068
52.0,-6.0,-17.806547264209673
52.0,-5.0,-20.411689283658674
52.0,-4.0,-16.737683474096823
52.0,-3.0,-13.623481058447826
52.0,-2.0,-14.107006664775835
52.0,-1.0,-17.6379524314464
52.0,0.0,-19.990843438232176
52.0,1.0,-17.6379524314388
52.0,2.0,-14.10700666476492
52.0,3.0,-13.623481058433818
52.0,4.0,-16.737683474080015
52.0,5.0,-20.411689283660785
52.0,6.0,-17.80654726422053
52.0,7.0,-13.554005442283302
52.0,8.0,-12.077164644871761
52.0,9.0,-14.190238819838063
52.0,10.0,-19.569028325556673
52.0,11.0,-22.55650881114018
52.0,12.0,-16.53154555639975
52.0,13.0,-12.267480786259545
52.0,14.0,-11.626098336309125
52.0,15.0,-13.267148062074314
52.0,16.0,-14.774952843810542
52.0,17.0,-17.82995047522676
52.0,18.0,-19.019822450112112
52.0,19.0,-15.410314171660875
52.0,20.0,-12.49684796884928
52.0,21.0,-10.343926061037045
52.0,22.0,-10.089079582553637
52.0,23.0,-10.891945420422473
52.0,24.0,-13.80570461192053
52.0,25.0,-17.217678757610905
52.0,26.0,-20.687643034064408
52.0,27.0,-18.490564880099843
52.0,28.0,-14.079851113592497
52.0,29.0,-11.68974820592574
52.0,30.0,-9.745781208129936
52.0,31.0,-8.252643409261678
52.0,32.0,-7.596708843629559
52.0,33.0,-7.501299044536152
52.0,34.0,-7.05544830464895
52.0,35.0,-7.030285152643383
52.0,36.0,-6.841926823689606
52.0,37.0,-7.696421281467746
52.0,38.0,-7.812155023036306
52.0,39.0,-8.168669799689278
52.0,40.0,-9.179812947289818
52.0,41.0,-9.834004144366947
52.0,42.0,-11.647603989983978
52.0,43.0,-12.685805787207991
52.0,44.0,-13.146541170922298
52.0,45.0,-16.34265497691599
53.0,-45.0,-19.77617732049621
53.0,-44.0,-18.33439426948885
53.0,-43.0,-14.903998239281133
53.0,-42.0,-14.286880778457574
53.0,-41.0,-13.184118610531408
53.0,-40.0,-10.804654386391285
53.0,-39.0,-10.058787999357337
53.0,-38.0,-9.242676838341573
53.0,-37.0,-8.523927210167816
53.0,-36.0,-8.159286046464468
53.0,-35.0,-7.271341607905203
53.0,-34.0,-7.5479099207534714
53.0,-33.0,-7.4632966466736
53.0,-32.0,-7.4556321706802375
53.0,-31.0,-7.61316096126706
53.0,-30.0,-8.402233213106136
53.0,-29.0,-9.740468699697542
53.0,-28.0,-10.978977520372768
53.0,-27.0,-13.361175195410365
53.0,-26.0,-18.430454148706716
53.0,-25.0,-22.261854444545996
53.0,-24.0,-18.60397805212482
53.0,-23.0,-13.773855772498651
53.0,-22.0,-10.747790027874295
53.0,-21.0,-10.662461948565152
53.0,-20.0,-10.91224605886335
53.0,-19.0,-12.146844736507356
53.0,-18.0,-15.525301870706443
53.0,-17.0,-20.496332570202853
53.0,-16.0,-18.506521081532053
53.0,-15.0,-14.95326930633011
53.0,-14.0,-12.584828857942032
53.0,-13.0,-11.696209950634085
53.0,-12.0,-13.659535898839664
53.0,-11.0,-18.373470533206373
53.0,-10.0,-21.082694493956645
53.0,-9.0,-16.484438025618662
53.0,-8.0,-13.520970000149482
53.0,-7.0,-13.793415834074365
53.0,-6.0,-15.531981369430603
53.0,-5.0,-16.90138903958359
53.0,-4.0,-16.531290677071784
53.0,-3.0,-14.207366082813868
53.0,-2.0,-14.20768663875055
53.0,-1.0,-15.881501893634855
53.0,0.0,-16.312464009859585
53.0,1.0,-15.881501893630048
53.0,2.0,-14.207686638747054
53.0,3.0,-14.20736608281236
53.0,4.0,-16.531290677071993
53.0,5.0,-16.90138903957918
53.0,6.0,-15.531981369425424
53.0,7.0,-13.793415834070561
53.0,8.0,-13.520970000139075
53.0,9.0,-16.484438025591377
53.0,10.0,-21.082694493906864
53.0,11.0,-18.373470533197374
53.0,12.0,-13.659535898856179
53.0,13.0,-11.69620995065073
53.0,14.0,-12.584828857941904
53.0,15.0,-14.953269306321575
53.0,16.0,-18.506521081556958
53.0,17.0,-20.49633257027901
53.0,18.0,-15.525301870753035
53.0,19.0,-12.146844736513206
53.0,20.0,-10.912246058864625
53.0,21.0,-10.66246194857607
53.0,22.0,-10.74779002787288
