Theta,Phi,RCS(dBsm)
49.0,-23.0,-18.72714672144181
49.0,-22.0,-14.963103631557047
49.0,-21.0,-22.204620886460383
49.0,-20.0,-26.031098673305483
49.0,-19.0,-26.108181200810577
49.0,-18.0,-15.375883052589517
49.0,-17.0,-14.020808627558859
49.0,-16.0,-15.57313251444538
49.0,-15.0,-14.521246382911443
49.0,-14.0,-19.17600327655876
49.0,-13.0,-31.676189519293757
49.0,-12.0,-20.13691673053495
49.0,-11.0,-17.623565227130253
49.0,-10.0,-15.96768900923787
49.0,-9.0,-15.91979176858487
49.0,-8.0,-17.440183040878082
49.0,-7.0,-25.712604636317757
49.0,-6.0,-17.225131470594704
49.0,-5.0,-14.647726465189919
49.0,-4.0,-19.671419316392903
49.0,-3.0,-22.40009368176652
49.0,-2.0,-24.976786444628132
49.0,-1.0,-23.25945329587141
49.0,0.0,-17.39730027967496
49.0,1.0,-23.259453295863818
49.0,2.0,-24.976786444667425
49.0,3.0,-22.40009368178557
49.0,4.0,-19.671419316393116
49.0,5.0,-14.647726465192004
49.0,6.0,-17.22513147059924
49.0,7.0,-25.712604636311163
49.0,8.0,-17.440183040878033
49.0,9.0,-15.919791768584552
49.0,10.0,-15.967689009236047
49.0,11.0,-17.62356522713326
49.0,12.0,-20.1369167305372
49.0,13.0,-31.676189519266767
49.0,14.0,-19.17600327655927
49.0,15.0,-14.521246382909608
49.0,16.0,-15.573132514449124
49.0,17.0,-14.020808627563966
49.0,18.0,-15.375883052589309
49.0,19.0,-26.10818120079587
49.0,20.0,-26.031098673296455
49.0,21.0,-22.204620886476366
49.0,22.0,-14.963103631567103
49.0,23.0,-18.727146721443788
49.0,24.0,-12.204234254025257
49.0,25.0,-12.753154679368793
49.0,26.0,-14.85383606124574
49.0,27.0,-12.882875461343787
49.0,28.0,-19.664307659170937
49.0,29.0,-15.814199995871165
49.0,30.0,-27.870657323663593
49.0,31.0,-27.600619556756843
49.0,32.0,-14.683791982259722
49.0,33.0,-16.727343112705817
49.0,34.0,-9.038355036097407
49.0,35.0,-11.416394928044857
49.0,36.0,-7.145050294625932
49.0,37.0,-9.72378920901553
49.0,38.0,-6.478735080285794
49.0,39.0,-8.287454704936108
49.0,40.0,-7.687049054295602
49.0,41.0,-7.1504807424119745
49.0,42.0,-9.724167080312858
49.0,43.0,-6.221784033849204
49.0,44.0,-10.107400237430092
49.0,45.0,-8.10641819841022
50.0,-45.0,-8.894848496935273
50.0,-44.0,-8.58103913124487
50.0,-43.0,-11.432280459491613
50.0,-42.0,-6.9736138478854235
50.0,-41.0,-10.220585566616
50.0,-40.0,-8.189417151279706
50.0,-39.0,-7.758835655395327
50.0,-38.0,-9.064040595208313
50.0,-37.0,-6.7672365687638845
50.0,-36.0,-10.15539745772674
50.0,-35.0,-7.108970197626556
50.0,-34.0,-10.957807924244536
50.0,-33.0,-9.025744385952565
50.0,-32.0,-15.523155513643086
50.0,-31.0,-13.589739240839007
50.0,-30.0,-27.127251612761366
50.0,-29.0,-25.384877493413875
50.0,-28.0,-17.13619114717457
50.0,-27.0,-22.644339466634264
50.0,-26.0,-13.617042318520092
50.0,-25.0,-14.7169675461408
50.0,-24.0,-13.50084195197514
50.0,-23.0,-12.78766790370794
50.0,-22.0,-18.239894263673094
50.0,-21.0,-14.55603424948566
50.0,-20.0,-21.453794846679596
50.0,-19.0,-23.001410114593988
50.0,-18.0,-26.571638287998027
50.0,-17.0,-16.078067209973476
50.0,-16.0,-12.63712572339968
50.0,-15.0,-16.191141439314016
50.0,-14.0,-17.138480778866235
50.0,-13.0,-17.658396647573436
50.0,-12.0,-30.682470171676556
50.0,-11.0,-16.22435620604971
50.0,-10.0,-15.528487534117046
50.0,-9.0,-20.10036601137735
50.0,-8.0,-16.09902138106873
50.0,-7.0,-17.777705325682923
50.0,-6.0,-26.463689078484812
50.0,-5.0,-18.342045729707664
50.0,-4.0,-17.401021279850198
50.0,-3.0,-15.518650891617195
50.0,-2.0,-17.05452400747867
50.0,-1.0,-20.65466199399659
50.0,0.0,-17.776490275260258
50.0,1.0,-20.65466199400895
50.0,2.0,-17.05452400748513
50.0,3.0,-15.518650891620503
50.0,4.0,-17.401021279847633
50.0,5.0,-18.34204572969539
50.0,6.0,-26.463689078455165
50.0,7.0,-17.777705325683044
50.0,8.0,-16.099021381068624
50.0,9.0,-20.100366011383937
50.0,10.0,-15.52848753411528
50.0,11.0,-16.224356206047293
50.0,12.0,-30.682470171672094
50.0,13.0,-17.658396647567955
50.0,14.0,-17.138480778866104
50.0,15.0,-16.191141439314613
50.0,16.0,-12.637125723398903
50.0,17.0,-16.078067209975295
50.0,18.0,-26.571638287980686
50.0,19.0,-23.00141011457604
50.0,20.0,-21.453794846684122
50.0,21.0,-14.556034249486697
50.0,22.0,-18.239894263679687
50.0,23.0,-12.787667903714151
50.0,24.0,-13.500841951976575
50.0,25.0,-14.716967546134788
50.0,26.0,-13.617042318517377
50.0,27.0,-22.644339466630186
50.0,28.0,-17.13619114717037
50.0,29.0,-25.38487749339029
50.0,30.0,-27.12725161273653
50.0,31.0,-13.589739240843972
50.0,32.0,-15.523155513639626
50.0,33.0,-9.025744385953654
50.0,34.0,-10.95780792424042
50.0,35.0,-7.108970197625913
50.0,36.0,-10.155397457728355
50.0,37.0,-6.767236568765673
50.0,38.0,-9.064040595210312
50.0,39.0,-7.75883565539718
50.0,40.0,-8.189417151279786
50.0,41.0,-10.220585566612296
50.0,42.0,-6.973613847884379
50.0,43.0,-11.432280459490205
50.0,44.0,-8.581039131242902
50.0,45.0,-8.89484849693281
51.0,-45.0,-15.904682233957107
51.0,-44.0,-10.488054627844267
51.0,-43.0,-9.073744657819509
51.0,-42.0,-12.756395232626772
51.0,-41.0,-7.894384675216937
51.0,-40.0,-10.65333389100182
51.0,-39.0,-9.237362486482239
51.0,-38.0,-7.944183837681585
51.0,-37.0,-9.96076833103023
51.0,-36.0,-7.183622661060271
51.0,-35.0,-10.409830715925859
51.0,-34.0,-7.160051984097979
51.0,-33.0,-10.872440812709815
51.0,-32.0,-9.159374764375228
51.0,-31.0,-14.372835210539671
51.0,-30.0,-12.785929648411273
51.0,-29.0,-26.118148001351926
51.0,-28.0,-23.93269593676265
51.0,-27.0,-19.365728422203574
51.0,-26.0,-25.938347722407297
51.0,-25.0,-13.915470900882692
51.0,-24.0,-14.719917105731174
51.0,-23.0,-14.881772741294325
51.0,-22.0,-12.777392853673222
51.0,-21.0,-17.311020181916795
51.0,-20.0,-15.610062464338368
51.0,-19.0,-22.503731130449516
51.0,-18.0,-23.77527998706002
51.0,-17.0,-26.204970558916703
51.0,-16.0,-15.874713370074984
51.0,-15.0,-12.613599895542789
51.0,-14.0,-17.069075750922707
51.0,-13.0,-17.84750316765909
51.0,-12.0,-18.80772718830724
51.0,-11.0,-28.033323173011894
51.0,-10.0,-16.291918216225834
51.0,-9.0,-16.03595425859258
51.0,-8.0,-17.359673307913873
51.0,-7.0,-20.257769282522876
51.0,-6.0,-29.92990016145783
51.0,-5.0,-25.695022170542373
51.0,-4.0,-25.764046595113705
51.0,-3.0,-15.439213990683138
51.0,-2.0,-15.289552607279157
51.0,-1.0,-24.213211701292128
51.0,0.0,-40.9226432461594
51.0,1.0,-24.213211701283498
51.0,2.0,-15.289552607273887
51.0,3.0,-15.439213990678422
51.0,4.0,-25.76404659511224
51.0,5.0,-25.695022170532486
51.0,6.0,-29.929900161448494
51.0,7.0,-20.25776928252585
51.0,8.0,-17.359673307913322
51.0,9.0,-16.035954258595762
51.0,10.0,-16.29191821623
51.0,11.0,-28.033323173021213
51.0,12.0,-18.807727188310714
51.0,13.0,-17.847503167656157
51.0,14.0,-17.069075750920963
51.0,15.0,-12.613599895546951
51.0,16.0,-15.874713370080363
51.0,17.0,-26.20497055889696
51.0,18.0,-23.775279987047305
51.0,19.0,-22.503731130466235
51.0,20.0,-15.610062464347845
51.0,21.0,-17.311020181923617
51.0,22.0,-12.777392853672659
51.0,23.0,-14.881772741292036
51.0,24.0,-14.719917105733487
51.0,25.0,-13.915470900883143
51.0,26.0,-25.93834772239637
51.0,27.0,-19.365728422197165
51.0,28.0,-23.93269593677215
51.0,29.0,-26.11814800135676
51.0,30.0,-12.785929648410884
51.0,31.0,-14.372835210541673
51.0,32.0,-9.159374764373254
51.0,33.0,-10.872440812710638
51.0,34.0,-7.160051984101013
51.0,35.0,-10.40983071592251
51.0,36.0,-7.183622661062205
51.0,37.0,-9.960768331031057
51.0,38.0,-7.944183837682136
51.0,39.0,-9.237362486484685
51.0,40.0,-10.653333891004866
51.0,41.0,-7.894384675215217
51.0,42.0,-12.756395232624719
51.0,43.0,-9.07374465782145
51.0,44.0,-10.48805462784172
51.0,45.0,-15.904682233950904
52.0,-45.0,-11.224952523489378
52.0,-44.0,-17.16293750963183
52.0,-43.0,-12.197033580402154
52.0,-42.0,-9.633358209730936
52.0,-41.0,-14.12744904252496
52.0,-40.0,-8.964508257027973
52.0,-39.0,-10.967763309847271
52.0,-38.0,-10.22923552936689
52.0,-37.0,-8.319521264831044
52.0,-36.0,-10.990782974394664
52.0,-35.0,-7.601919419346492
52.0,-34.0,-10.521290847849322
52.0,-33.0,-7.379649393831533
52.0,-32.0,-11.060449429906695
52.0,-31.0,-9.185156614013705
52.0,-30.0,-13.569555923221658
52.0,-29.0,-12.511522313673009
52.0,-28.0,-25.154925244495526
52.0,-27.0,-21.456176288273205
52.0,-26.0,-21.968531086210838
52.0,-25.0,-26.436871574747265
52.0,-24.0,-14.717182272784088
52.0,-23.0,-15.301036838801867
52.0,-22.0,-15.758324977550696
52.0,-21.0,-12.208155231701012
52.0,-20.0,-17.270753471379727
52.0,-19.0,-17.245119587064924
52.0,-18.0,-20.50128318338264
52.0,-17.0,-26.821918227726677
52.0,-16.0,-20.571919995767026
52.0,-15.0,-17.691270744966133
52.0,-14.0,-13.83238226411397
52.0,-13.0,-15.093849753964266
52.0,-12.0,-20.870371846819694
52.0,-11.0,-25.01690614513152
52.0,-10.0,-28.564919627277728
52.0,-9.0,-19.502221982758247
52.0,-8.0,-13.745958610346552
52.0,-7.0,-14.988921047262558
52.0,-6.0,-28.45975174153205
52.0,-5.0,-24.01379213048928
52.0,-4.0,-26.349872510771334
52.0,-3.0,-18.97262053864211
52.0,-2.0,-19.19589703223581
52.0,-1.0,-34.44468223577468
52.0,0.0,-22.60361755503155
52.0,1.0,-34.444682235798176
52.0,2.0,-19.195897032239767
52.0,3.0,-18.972620538641408
52.0,4.0,-26.349872510751815
52.0,5.0,-24.013792130486607
52.0,6.0,-28.45975174152409
52.0,7.0,-14.98892104726069
52.0,8.0,-13.745958610344918
52.0,9.0,-19.502221982754826
52.0,10.0,-28.564919627278872
52.0,11.0,-25.0169061451234
52.0,12.0,-20.87037184682233
52.0,13.0,-15.093849753969973
52.0,14.0,-13.832382264113905
52.0,15.0,-17.691270744961457
52.0,16.0,-20.5719199957749
52.0,17.0,-26.82191822773636
52.0,18.0,-20.501283183388935
52.0,19.0,-17.245119587067098
52.0,20.0,-17.270753471387582
52.0,21.0,-12.208155231706252
52.0,22.0,-15.758324977554745
52.0,23.0,-15.301036838799135
52.0,24.0,-14.717182272776652
52.0,25.0,-26.436871574730326
52.0,26.0,-21.968531086209623
52.0,27.0,-21.45617628827528
52.0,28.0,-25.15492524449979
52.0,29.0,-12.511522313674096
52.0,30.0,-13.569555923221072
52.0,31.0,-9.185156614015892
52.0,32.0,-11.060449429905074
52.0,33.0,-7.379649393830393
52.0,34.0,-10.521290847855331
52.0,35.0,-7.601919419347355
52.0,36.0,-10.990782974396662
52.0,37.0,-8.319521264835096
52.0,38.0,-10.229235529364647
52.0,39.0,-10.967763309845006
52.0,40.0,-8.964508257029305
52.0,41.0,-14.127449042524482
52.0,42.0,-9.633358209729217
52.0,43.0,-12.197033580407046
52.0,44.0,-17.16293750963287
52.0,45.0,-11.224952523486806
53.0,-45.0,-19.30053176677432
53.0,-44.0,-12.495418787004152
53.0,-43.0,-17.90382357224872
53.0,-42.0,-13.961834949738227
53.0,-41.0,-10.305963919016381
53.0,-40.0,-15.568743694013115
53.0,-39.0,-10.0981808767228
53.0,-38.0,-11.20646403739524
53.0,-37.0,-11.215835525215807
53.0,-36.0,-8.910164951716691
53.0,-35.0,-12.003315214112995
53.0,-34.0,-7.927049551350206
53.0,-33.0,-10.735009917959582
53.0,-32.0,-7.794242599021376
53.0,-31.0,-11.227308638120046
53.0,-30.0,-9.036247290791366
53.0,-29.0,-13.444050112003033
53.0,-28.0,-12.619632183999505
53.0,-27.0,-23.349337570347824
53.0,-26.0,-19.40026256179298
53.0,-25.0,-22.66341828468958
53.0,-24.0,-25.130686642535792
53.0,-23.0,-16.597475883490002
53.0,-22.0,-15.520611468072731
53.0,-21.0,-16.09764890485744
53.0,-20.0,-12.430630917845708
53.0,-19.0,-17.55729464472863
53.0,-18.0,-17.659480088487612
53.0,-17.0,-19.050160645670925
53.0,-16.0,-23.454008444937926
53.0,-15.0,-17.458781962512486
53.0,-14.0,-20.322751384990603
53.0,-13.0,-13.797688667805865
53.0,-12.0,-13.847629339277788
53.0,-11.0,-25.387236416528044
53.0,-10.0,-22.741387300870358
53.0,-9.0,-26.79796724391909
53.0,-8.0,-18.678224859285113
53.0,-7.0,-15.069500085415497
53.0,-6.0,-17.900144676056634
53.0,-5.0,-22.89468053695134
53.0,-4.0,-25.414935884914538
53.0,-3.0,-15.823870117067592
53.0,-2.0,-15.471770537051912
53.0,-1.0,-23.541173306200143
53.0,0.0,-27.766659693604744
53.0,1.0,-23.54117330620156
53.0,2.0,-15.471770537054855
53.0,3.0,-15.823870117070964
53.0,4.0,-25.414935884922976
53.0,5.0,-22.894680536958518
53.0,6.0,-17.900144676061313
53.0,7.0,-15.069500085414973
53.0,8.0,-18.678224859282363
53.0,9.0,-26.79796724392962
53.0,10.0,-22.7413873008702
53.0,11.0,-25.387236416521052
53.0,12.0,-13.847629339276127
53.0,13.0,-13.797688667805847
53.0,14.0,-20.3227513850014
53.0,15.0,-17.45878196251246
53.0,16.0,-23.45400844493565
53.0,17.0,-19.05016064567313
53.0,18.0,-17.65948008848857
53.0,19.0,-17.55729464472948
53.0,20.0,-12.430630917845596
