Theta,Phi,RCS(dBsm)
48.0,45.0,-6.051940734394698
49.0,-45.0,-7.368113517530373
49.0,-44.0,-6.925195578007697
49.0,-43.0,-7.194021060325167
49.0,-42.0,-6.17690406175022
49.0,-41.0,-6.34017071588746
49.0,-40.0,-6.509335856001284
49.0,-39.0,-6.543349993950941
49.0,-38.0,-7.355526654425998
49.0,-37.0,-7.027994147287291
49.0,-36.0,-8.355832275844733
49.0,-35.0,-9.015441812100038
49.0,-34.0,-11.026158043556883
49.0,-33.0,-12.193998798284973
49.0,-32.0,-15.582268114602115
49.0,-31.0,-20.91496558747928
49.0,-30.0,-35.20722865688357
49.0,-29.0,-23.00111224836876
49.0,-28.0,-16.17244310257314
49.0,-27.0,-13.59034943394378
49.0,-26.0,-11.222249501086356
49.0,-25.0,-12.273519537954254
49.0,-24.0,-12.200358764978017
49.0,-23.0,-14.092416747416603
49.0,-22.0,-17.71041825308053
49.0,-21.0,-27.701645614467093
49.0,-20.0,-23.463337224881382
49.0,-19.0,-19.72385993122974
49.0,-18.0,-15.70780706944857
49.0,-17.0,-13.231439718802488
49.0,-16.0,-15.370212666440038
49.0,-15.0,-19.417701227313113
49.0,-14.0,-21.890557891397258
49.0,-13.0,-31.527949366050798
49.0,-12.0,-19.24572062913412
49.0,-11.0,-16.81090068631521
49.0,-10.0,-18.753239466320053
49.0,-9.0,-18.701804059894084
49.0,-8.0,-19.18106356454966
49.0,-7.0,-24.81106742032369
49.0,-6.0,-21.250586928960963
49.0,-5.0,-19.515946065038836
49.0,-4.0,-20.013229463927647
49.0,-3.0,-18.75208155886527
49.0,-2.0,-20.925038197155036
49.0,-1.0,-23.55946740360013
49.0,0.0,-21.213989081612006
49.0,1.0,-23.55946740361825
49.0,2.0,-20.925038197161577
49.0,3.0,-18.752081558861622
49.0,4.0,-20.013229463926375
49.0,5.0,-19.515946065043476
49.0,6.0,-21.25058692896709
49.0,7.0,-24.81106742036669
49.0,8.0,-19.181063564571804
49.0,9.0,-18.701804059925244
49.0,10.0,-18.753239466354778
49.0,11.0,-16.810900686313605
49.0,12.0,-19.245720629101022
49.0,13.0,-31.527949366027585
49.0,14.0,-21.890557891406765
49.0,15.0,-19.41770122731237
49.0,16.0,-15.370212666459146
49.0,17.0,-13.231439718805651
49.0,18.0,-15.707807069423598
49.0,19.0,-19.723859931227633
49.0,20.0,-23.46333722493036
49.0,21.0,-27.701645614488232
49.0,22.0,-17.71041825309666
49.0,23.0,-14.092416747406242
49.0,24.0,-12.200358764973656
49.0,25.0,-12.273519537966251
49.0,26.0,-11.222249501083464
49.0,27.0,-13.590349433943594
49.0,28.0,-16.172443102616374
49.0,29.0,-23.00111224835746
49.0,30.0,-35.20722865680845
49.0,31.0,-20.914965587450812
49.0,32.0,-15.582268114604272
49.0,33.0,-12.193998798285307
49.0,34.0,-11.026158043562804
49.0,35.0,-9.01544181210372
49.0,36.0,-8.355832275847067
49.0,37.0,-7.027994147288431
49.0,38.0,-7.355526654434317
49.0,39.0,-6.543349993958301
49.0,40.0,-6.509335856001623
49.0,41.0,-6.340170715882692
49.0,42.0,-6.1769040617357085
49.0,43.0,-7.194021060320479
49.0,44.0,-6.925195578000903
49.0,45.0,-7.368113517529165
50.0,-45.0,-9.697874518132194
50.0,-44.0,-8.706207696471425
50.0,-43.0,-7.868255647442096
50.0,-42.0,-7.999519098221814
50.0,-41.0,-6.87709313667289
50.0,-40.0,-6.867310589414019
50.0,-39.0,-7.19730538985964
50.0,-38.0,-6.862944106155194
50.0,-37.0,-7.511833197743809
50.0,-36.0,-7.1824197685737445
50.0,-35.0,-8.472589498708041
50.0,-34.0,-9.059724485158359
50.0,-33.0,-10.395030492082583
50.0,-32.0,-11.610632385814501
50.0,-31.0,-14.80920692414158
50.0,-30.0,-19.82678828899983
50.0,-29.0,-30.909360387314713
50.0,-28.0,-26.783591575404348
50.0,-27.0,-16.915532885583197
50.0,-26.0,-14.131211103800503
50.0,-25.0,-12.073311036875673
50.0,-24.0,-12.843340335134307
50.0,-23.0,-11.98754197111925
50.0,-22.0,-14.157495887417355
50.0,-21.0,-19.141374821396308
50.0,-20.0,-27.205884766847635
50.0,-19.0,-26.37502145961402
50.0,-18.0,-19.336353631233365
50.0,-17.0,-15.347018516514586
50.0,-16.0,-14.134116224902321
50.0,-15.0,-16.673838879502817
50.0,-14.0,-19.231618726234682
50.0,-13.0,-23.120060458950537
50.0,-12.0,-27.50782049996721
50.0,-11.0,-18.896713353266335
50.0,-10.0,-18.22747092559393
50.0,-9.0,-18.39941990986933
50.0,-8.0,-18.523069873881603
50.0,-7.0,-23.95644352265557
50.0,-6.0,-32.45814675222485
50.0,-5.0,-26.047936687536964
50.0,-4.0,-20.495056212589745
50.0,-3.0,-16.824163686158546
50.0,-2.0,-18.22790277863312
50.0,-1.0,-24.94272518010293
50.0,0.0,-27.66865655451848
50.0,1.0,-24.942725180108244
50.0,2.0,-18.22790277863223
50.0,3.0,-16.82416368615526
50.0,4.0,-20.49505621257706
50.0,5.0,-26.047936687482483
50.0,6.0,-32.45814675214692
50.0,7.0,-23.956443522660003
50.0,8.0,-18.523069873878256
50.0,9.0,-18.39941990988011
50.0,10.0,-18.22747092562238
50.0,11.0,-18.89671335328731
50.0,12.0,-27.50782050001231
50.0,13.0,-23.120060458982792
50.0,14.0,-19.231618726250606
50.0,15.0,-16.67383887950379
50.0,16.0,-14.134116224896838
50.0,17.0,-15.347018516507005
50.0,18.0,-19.33635363121153
50.0,19.0,-26.375021459546353
50.0,20.0,-27.20588476689597
50.0,21.0,-19.141374821363172
50.0,22.0,-14.157495887397967
50.0,23.0,-11.987541971109572
50.0,24.0,-12.843340335126634
50.0,25.0,-12.073311036881012
50.0,26.0,-14.131211103816403
50.0,27.0,-16.91553288559384
50.0,28.0,-26.7835915754608
50.0,29.0,-30.9093603870991
50.0,30.0,-19.82678828906148
50.0,31.0,-14.809206924155976
50.0,32.0,-11.610632385809804
50.0,33.0,-10.3950304920913
50.0,34.0,-9.059724485153039
50.0,35.0,-8.472589498708663
50.0,36.0,-7.182419768576191
50.0,37.0,-7.511833197743427
50.0,38.0,-6.862944106158945
50.0,39.0,-7.197305389872801
50.0,40.0,-6.867310589414599
50.0,41.0,-6.877093136671081
50.0,42.0,-7.999519098210904
50.0,43.0,-7.8682556474270555
50.0,44.0,-8.706207696461334
50.0,45.0,-9.697874518126934
51.0,-45.0,-11.198028928418909
51.0,-44.0,-10.995623667492113
51.0,-43.0,-10.166865431942496
51.0,-42.0,-8.826272921627249
51.0,-41.0,-8.760395885318403
51.0,-40.0,-7.6841300764893585
51.0,-39.0,-7.510174516674906
51.0,-38.0,-7.900286494649233
51.0,-37.0,-7.179579123860908
51.0,-36.0,-7.733659545451634
51.0,-35.0,-7.538775488515911
51.0,-34.0,-8.66536493077893
51.0,-33.0,-9.036139327532723
51.0,-32.0,-9.946374310481323
51.0,-31.0,-11.456660017962433
51.0,-30.0,-14.382430862313429
51.0,-29.0,-18.341361737077555
51.0,-28.0,-25.57457419035757
51.0,-27.0,-28.341001013922458
51.0,-26.0,-17.481991030361527
51.0,-25.0,-15.286397521990768
51.0,-24.0,-12.858092959380397
51.0,-23.0,-12.801059596180774
51.0,-22.0,-12.122227508295339
51.0,-21.0,-15.028642647974117
51.0,-20.0,-19.7421896457639
51.0,-19.0,-24.670345400104054
51.0,-18.0,-25.767235195080865
51.0,-17.0,-17.72913345320514
51.0,-16.0,-16.343159131391808
51.0,-15.0,-15.45535170725855
51.0,-14.0,-16.02096872598261
51.0,-13.0,-19.887534676654298
51.0,-12.0,-33.16336885907095
51.0,-11.0,-27.98636969895705
51.0,-10.0,-21.488983586369244
51.0,-9.0,-17.213616734113675
51.0,-8.0,-16.549947331139926
51.0,-7.0,-21.48976317103437
51.0,-6.0,-53.80766828327002
51.0,-5.0,-35.21787452954722
51.0,-4.0,-24.47914574921584
51.0,-3.0,-18.23787224565383
51.0,-2.0,-19.20236143332744
51.0,-1.0,-27.782199684185947
51.0,0.0,-34.466091598021855
51.0,1.0,-27.78219968415495
51.0,2.0,-19.202361433308397
51.0,3.0,-18.237872245639757
51.0,4.0,-24.47914574921239
51.0,5.0,-35.217874529468915
51.0,6.0,-53.80766828445664
51.0,7.0,-21.489763171050424
51.0,8.0,-16.549947331131122
51.0,9.0,-17.213616734093808
51.0,10.0,-21.488983586366285
51.0,11.0,-27.986369699012865
51.0,12.0,-33.16336885906784
51.0,13.0,-19.887534676663797
51.0,14.0,-16.020968725978612
51.0,15.0,-15.455351707246779
51.0,16.0,-16.34315913138183
51.0,17.0,-17.729133453190798
51.0,18.0,-25.767235195034488
51.0,19.0,-24.670345400129058
51.0,20.0,-19.74218964577873
51.0,21.0,-15.028642647980881
51.0,22.0,-12.122227508285608
51.0,23.0,-12.801059596159273
51.0,24.0,-12.858092959370214
51.0,25.0,-15.286397521988306
51.0,26.0,-17.48199103037726
51.0,27.0,-28.341001013997534
51.0,28.0,-25.57457419031053
51.0,29.0,-18.341361737077587
51.0,30.0,-14.382430862315609
51.0,31.0,-11.45666001798233
51.0,32.0,-9.94637431048415
51.0,33.0,-9.036139327535984
51.0,34.0,-8.665364930780926
51.0,35.0,-7.538775488505941
51.0,36.0,-7.733659545455649
51.0,37.0,-7.179579123862322
51.0,38.0,-7.900286494645171
51.0,39.0,-7.510174516684176
51.0,40.0,-7.684130076495329
51.0,41.0,-8.760395885312779
51.0,42.0,-8.826272921627137
51.0,43.0,-10.16686543192928
51.0,44.0,-10.995623667475767
51.0,45.0,-11.198028928415408
52.0,-45.0,-15.958292835033808
52.0,-44.0,-12.6865205009025
52.0,-43.0,-12.344646562443966
52.0,-42.0,-11.677015361922233
52.0,-41.0,-9.769843253295209
52.0,-40.0,-9.521484135467492
52.0,-39.0,-8.625853059353641
52.0,-38.0,-8.217851984124785
52.0,-37.0,-8.518744330395648
52.0,-36.0,-7.522682911201799
52.0,-35.0,-8.11001411703581
52.0,-34.0,-8.036309487707758
52.0,-33.0,-8.780727133315157
52.0,-32.0,-8.9735143843208
52.0,-31.0,-9.835528619819552
52.0,-30.0,-11.598457759761075
52.0,-29.0,-13.800409128480508
52.0,-28.0,-16.868861347700022
52.0,-27.0,-23.896429773677248
52.0,-26.0,-30.04084783149952
52.0,-25.0,-18.680996745106807
52.0,-24.0,-16.633674430964266
52.0,-23.0,-12.959470186381967
52.0,-22.0,-12.822701370494432
52.0,-21.0,-13.003955909620279
52.0,-20.0,-15.607397570536424
52.0,-19.0,-19.269292249659593
52.0,-18.0,-25.84436917727232
52.0,-17.0,-23.205609966061314
52.0,-16.0,-17.68200278218054
52.0,-15.0,-17.754107160482164
52.0,-14.0,-15.28971323805779
52.0,-13.0,-15.77738692260332
52.0,-12.0,-23.294059772190828
52.0,-11.0,-34.70012498195597
52.0,-10.0,-30.799122103596297
52.0,-9.0,-20.205914476967553
52.0,-8.0,-16.301336900273643
52.0,-7.0,-18.282572956144815
52.0,-6.0,-25.58031636240456
52.0,-5.0,-35.03151118299986
52.0,-4.0,-24.642685383973838
52.0,-3.0,-18.585497108766525
52.0,-2.0,-19.71391719954123
52.0,-1.0,-27.98986911100736
52.0,0.0,-28.90291661129359
52.0,1.0,-27.989869111051085
52.0,2.0,-19.71391719954754
52.0,3.0,-18.58549710876732
52.0,4.0,-24.64268538398273
52.0,5.0,-35.031511183120315
52.0,6.0,-25.580316362434104
52.0,7.0,-18.28257295616067
52.0,8.0,-16.301336900279054
52.0,9.0,-20.20591447695182
52.0,10.0,-30.799122103473856
52.0,11.0,-34.70012498203124
52.0,12.0,-23.294059772189406
52.0,13.0,-15.777386922607837
52.0,14.0,-15.289713238061246
52.0,15.0,-17.754107160467257
52.0,16.0,-17.682002782157095
52.0,17.0,-23.205609966025097
52.0,18.0,-25.844369177314363
52.0,19.0,-19.269292249665984
52.0,20.0,-15.607397570523965
52.0,21.0,-13.003955909619176
52.0,22.0,-12.822701370506362
52.0,23.0,-12.959470186378017
52.0,24.0,-16.633674430941536
52.0,25.0,-18.68099674512022
52.0,26.0,-30.040847831522342
52.0,27.0,-23.896429773648762
52.0,28.0,-16.868861347673743
52.0,29.0,-13.800409128490124
52.0,30.0,-11.59845775977683
52.0,31.0,-9.835528619822504
52.0,32.0,-8.97351438432994
52.0,33.0,-8.780727133315748
52.0,34.0,-8.036309487709929
52.0,35.0,-8.110014117028966
52.0,36.0,-7.522682911197572
52.0,37.0,-8.518744330402765
52.0,38.0,-8.217851984119825
52.0,39.0,-8.6258530593517
52.0,40.0,-9.521484135478971
52.0,41.0,-9.769843253286037
52.0,42.0,-11.677015361925449
52.0,43.0,-12.344646562448888
52.0,44.0,-12.68652050089665
52.0,45.0,-15.958292835029859
53.0,-45.0,-18.677862913116535
53.0,-44.0,-17.945794920803703
53.0,-43.0,-14.308093325895372
53.0,-42.0,-13.724132903793834
53.0,-41.0,-13.152843792320876
53.0,-40.0,-10.704625398507304
53.0,-39.0,-10.345375319423
53.0,-38.0,-9.685023194675228
53.0,-37.0,-8.89645557518668
53.0,-36.0,-9.034664684837436
53.0,-35.0,-7.98092096033413
53.0,-34.0,-8.652927213043093
53.0,-33.0,-8.507802812530691
53.0,-32.0,-8.795479519165001
53.0,-31.0,-9.059532800424156
53.0,-30.0,-10.04984415907115
53.0,-29.0,-11.649090224745354
53.0,-28.0,-13.094719640382554
53.0,-27.0,-16.157407408497754
53.0,-26.0,-23.915494102535174
53.0,-25.0,-37.57667702600101
53.0,-24.0,-20.505016449256335
53.0,-23.0,-17.03418848924715
53.0,-22.0,-12.906095992878049
53.0,-21.0,-13.523900092378167
53.0,-20.0,-13.857829689378338
53.0,-19.0,-15.085482700652545
53.0,-18.0,-20.336159373194892
53.0,-17.0,-32.26751153866869
53.0,-16.0,-24.279741971994152
53.0,-15.0,-18.611616306143816
53.0,-14.0,-16.836650215162564
53.0,-13.0,-15.797950218495128
53.0,-12.0,-18.00094159086121
53.0,-11.0,-25.103724989029438
53.0,-10.0,-56.291841387875685
53.0,-9.0,-23.45740641038736
53.0,-8.0,-18.846690586977793
53.0,-7.0,-19.69806952703808
53.0,-6.0,-20.93897262983727
53.0,-5.0,-21.95224044227256
53.0,-4.0,-24.778785527012882
53.0,-3.0,-19.59318671538847
53.0,-2.0,-19.57612139024009
53.0,-1.0,-22.412536483427026
53.0,0.0,-21.588594287989036
53.0,1.0,-22.412536483437705
53.0,2.0,-19.57612139027463
53.0,3.0,-19.593186715429862
53.0,4.0,-24.778785527050424
53.0,5.0,-21.95224044224723
53.0,6.0,-20.93897262981335
53.0,7.0,-19.698069527033766
53.0,8.0,-18.846690586989563
53.0,9.0,-23.457406410412595
53.0,10.0,-56.291841388621634
53.0,11.0,-25.103724989084046
53.0,12.0,-18.000941590875673
53.0,13.0,-15.797950218501935
53.0,14.0,-16.836650215171808
53.0,15.0,-18.611616306142245
53.0,16.0,-24.279741971978318
53.0,17.0,-32.26751153867426
53.0,18.0,-20.33615937321074
53.0,19.0,-15.085482700657867
53.0,20.0,-13.857829689366328
